Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,parsed_date
Norway,Eliteserien,2025,02/11/2025,16:00,Fredrikstad,Kristiansund,3,1,H,,,,1.69,4.25,4.75,1.66,4.02,4.29,1.73,4.4,4.8,1.67,4.2,4.33,2025-11-02
Norway,Eliteserien,2025,02/11/2025,16:00,HamKam,Sandefjord,3,1,H,,,,2.55,3.65,2.63,2.46,3.47,2.54,2.64,3.7,2.76,2.5,3.6,2.5,2025-11-02
Norway,Eliteserien,2025,02/11/2025,16:00,KFUM Oslo,Haugesund,1,4,A,,,,1.26,5.8,11.0,1.24,5.51,10.5,1.27,6.8,13.0,1.25,5.75,10.0,2025-11-02
Norway,Eliteserien,2025,02/11/2025,18:15,Tromso,Sarpsborg 08,4,0,H,,,,1.47,4.75,7.0,1.44,4.55,5.92,1.51,5.1,6.6,1.45,4.75,5.75,2025-11-02
Norway,Eliteserien,2025,08/11/2025,13:00,Sarpsborg 08,Fredrikstad,0,2,A,,,,2.25,3.8,3.1,2.18,3.52,2.91,2.34,3.8,3.15,2.2,3.4,3.1,2025-11-08
Norway,Eliteserien,2025,08/11/2025,17:00,Viking,HamKam,3,0,H,,,,1.29,6.5,10.0,1.23,6.11,9.25,1.26,7.4,12.0,1.22,6.25,10.0,2025-11-08
Norway,Eliteserien,2025,09/11/2025,18:15,Haugesund,Molde,0,2,A,,,,8.5,5.5,1.36,7.44,5.09,1.33,8.8,6.0,1.38,8.5,5.0,1.36,2025-11-09
Norway,Eliteserien,2025,09/11/2025,16:00,Sandefjord,Tromso,1,0,H,,,,3.6,3.6,2.18,3.25,3.45,2.06,3.65,3.7,2.12,3.5,3.4,2.05,2025-11-09
Norway,Eliteserien,2025,09/11/2025,16:00,Kristiansund,Stromsgodset,2,1,H,,,,1.79,4.1,4.1,1.75,3.92,3.83,1.83,4.3,4.3,1.75,4.1,4.0,2025-11-09
Norway,Eliteserien,2025,09/11/2025,16:00,Brann,KFUM Oslo,1,1,D,,,,1.7,3.9,5.33,1.64,3.75,4.8,1.71,4.1,5.6,1.65,3.9,4.75,2025-11-09
Norway,Eliteserien,2025,09/11/2025,16:00,Bodo/Glimt,Bryne,5,0,H,,,,1.11,11.0,26.0,1.09,9.26,18.19,1.11,13.0,32.0,1.09,11.0,15.0,2025-11-09
Norway,Eliteserien,2025,09/11/2025,13:30,Rosenborg,Valerenga,1,0,H,,,,2.15,4.0,3.1,2.05,3.87,2.96,2.2,4.3,3.15,2.1,3.8,3.0,2025-11-09
Norway,Eliteserien,2025,21/11/2025,18:00,KFUM Oslo,Bodo/Glimt,1,2,A,,,,8.0,5.0,1.42,6.76,4.8,1.37,8.2,5.5,1.42,6.25,5.0,1.42,2025-11-21
Norway,Eliteserien,2025,22/11/2025,13:00,Tromso,Rosenborg,1,0,H,,,,1.52,4.75,6.5,1.45,4.42,5.94,1.53,4.9,6.6,1.42,4.75,6.5,2025-11-22
Norway,Eliteserien,2025,22/11/2025,15:00,Valerenga,Kristiansund,3,3,D,,,,1.68,4.2,4.6,1.63,4.08,4.37,1.73,4.3,4.8,1.65,4.2,4.5,2025-11-22
Norway,Eliteserien,2025,22/11/2025,17:00,Molde,Brann,4,0,H,,,,3.2,3.7,2.28,2.94,3.54,2.15,3.1,3.85,2.32,3.2,3.7,2.1,2025-11-22
Norway,Eliteserien,2025,22/11/2025,17:00,Stromsgodset,Sandefjord,2,6,A,,,,2.8,3.85,2.38,2.67,3.73,2.27,2.82,4.0,2.46,2.7,3.8,2.35,2025-11-22
Norway,Eliteserien,2025,23/11/2025,13:30,Bryne,Sarpsborg 08,0,3,A,,,,2.3,3.75,3.0,2.19,3.53,2.88,2.3,3.9,3.05,2.2,3.6,3.0,2025-11-23
Norway,Eliteserien,2025,23/11/2025,13:30,HamKam,Haugesund,5,0,H,,,,1.38,5.33,8.6,1.35,4.95,7.12,1.4,5.6,8.4,1.36,5.0,8.0,2025-11-23
Norway,Eliteserien,2025,23/11/2025,18:15,Fredrikstad,Viking,0,1,A,,,,5.75,4.75,1.55,5.49,4.34,1.49,6.2,5.1,1.52,5.25,4.75,1.53,2025-11-23
Norway,Eliteserien,2025,30/11/2025,16:00,Viking,Valerenga,5,1,H,,,,1.25,7.5,11.0,1.21,6.5,9.42,1.22,8.6,13.5,1.25,6.5,9.0,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Sarpsborg 08,Molde,1,0,H,,,,2.4,4.0,2.63,2.35,3.84,2.52,2.48,4.2,2.68,2.3,4.0,2.63,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Sandefjord,KFUM Oslo,2,0,H,,,,1.98,4.1,3.5,1.92,3.69,3.4,2.0,4.1,3.8,1.91,4.1,3.4,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Rosenborg,Stromsgodset,6,0,H,,,,1.45,5.75,6.5,1.39,5.21,5.85,1.47,5.6,6.6,1.4,5.75,5.75,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Brann,HamKam,3,1,H,,,,1.29,6.25,10.25,1.26,5.77,8.64,1.29,7.0,10.5,1.29,6.25,8.0,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Haugesund,Bryne,1,4,A,,,,3.45,3.9,2.0,3.3,3.68,1.96,3.65,4.2,2.04,3.3,3.9,1.95,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Bodo/Glimt,Fredrikstad,5,0,H,,,,1.12,11.0,21.0,1.09,9.49,17.75,1.12,12.0,27.0,1.1,11.0,19.0,2025-11-30
Norway,Eliteserien,2025,30/11/2025,16:00,Kristiansund,Tromso,1,3,A,,,,7.25,5.33,1.43,6.87,4.72,1.38,7.6,5.4,1.44,7.0,5.0,1.38,2025-11-30
Norway,Eliteserien,2026,14/03/2026,15:00,HamKam,Viking,2,1,H,,,,5.0,3.9,1.75,4.58,3.73,1.67,5.2,4.1,1.74,4.75,3.8,1.7,2026-03-14
Norway,Eliteserien,2026,14/03/2026,17:00,Molde,Rosenborg,2,0,H,,,,1.88,3.8,4.0,1.82,3.65,3.83,1.9,3.95,4.3,1.8,3.8,4.0,2026-03-14
Norway,Eliteserien,2026,15/03/2026,16:00,Valerenga,Sandefjord,1,0,H,,,,1.94,4.0,3.6,1.88,3.79,3.46,1.97,4.1,3.9,1.9,4.0,3.6,2026-03-15
Norway,Eliteserien,2026,15/03/2026,13:30,Kristiansund,Brann,3,2,H,,,,5.8,4.2,1.6,5.36,4.1,1.53,6.2,4.5,1.6,5.75,4.2,1.55,2026-03-15
Norway,Eliteserien,2026,15/03/2026,16:00,Aalesund,Lillestrom,1,3,A,,,,3.35,3.75,2.2,2.97,3.62,2.12,3.15,3.85,2.28,2.9,3.7,2.2,2026-03-15
Norway,Eliteserien,2026,15/03/2026,16:00,KFUM Oslo,Start,2,0,H,,,,2.0,3.4,4.2,1.94,3.26,3.77,1.99,3.55,4.3,2.0,3.3,3.8,2026-03-15
Norway,Eliteserien,2026,15/03/2026,18:15,Tromso,Fredrikstad,4,0,H,,,,1.75,3.75,5.25,1.66,3.55,5.04,1.73,3.85,6.0,1.67,3.7,5.25,2026-03-15
Norway,Eliteserien,2026,21/03/2026,17:00,Viking,Molde,4,1,H,,,,1.68,4.0,5.0,1.65,3.79,4.69,1.73,4.2,5.2,1.67,3.75,5.0,2026-03-21
Norway,Eliteserien,2026,21/03/2026,15:00,Start,Aalesund,1,1,D,,,,2.33,3.5,3.1,2.23,3.33,2.98,2.38,3.6,3.2,2.25,3.4,3.1,2026-03-21
Norway,Eliteserien,2026,22/03/2026,13:30,Rosenborg,Valerenga,0,2,A,,,,2.2,3.65,3.2,2.14,3.54,2.97,2.28,3.75,3.2,2.2,3.4,3.2,2026-03-22
Norway,Eliteserien,2026,22/03/2026,16:00,Brann,Tromso,1,2,A,,,,1.93,3.6,4.0,1.88,3.44,3.79,2.0,3.65,4.2,1.9,3.5,4.0,2026-03-22
Norway,Eliteserien,2026,22/03/2026,16:00,Fredrikstad,KFUM Oslo,3,1,H,,,,2.33,3.3,3.2,2.24,3.21,3.08,2.36,3.4,3.45,2.25,3.3,3.2,2026-03-22
Norway,Eliteserien,2026,22/03/2026,16:00,Sandefjord,Sarpsborg 08,0,2,A,,,,2.05,4.0,3.1,2.02,3.83,3.02,2.2,4.1,3.2,2.05,4.0,3.0,2026-03-22
Norway,Eliteserien,2026,06/04/2026,18:15,Tromso,Rosenborg,2,0,H,,,,1.62,4.0,6.0,1.55,3.83,5.41,1.66,4.1,6.0,1.6,3.9,5.5,2026-04-06
Norway,Eliteserien,2026,06/04/2026,13:30,Valerenga,Viking,0,1,A,,,,2.95,3.9,2.2,2.83,3.68,2.15,3.1,4.0,2.28,2.88,3.9,2.2,2026-04-06
Norway,Eliteserien,2026,06/04/2026,16:00,HamKam,Brann,1,5,A,,,,4.2,3.85,1.98,3.87,3.66,1.8,4.4,4.1,1.88,4.2,3.8,1.8,2026-04-06
Norway,Eliteserien,2026,06/04/2026,16:00,Kristiansund,Bodo/Glimt,0,3,A,,,,11.0,7.25,1.24,9.78,6.59,1.2,14.0,8.4,1.23,11.0,7.0,1.22,2026-04-06
Norway,Eliteserien,2026,06/04/2026,16:00,Molde,Lillestrom,0,1,A,,,,2.2,3.8,3.1,2.11,3.7,2.89,2.24,4.1,3.1,2.2,3.75,2.9,2026-04-06
Norway,Eliteserien,2026,06/04/2026,16:00,Sarpsborg 08,Start,1,1,D,,,,1.8,4.0,4.35,1.74,3.78,3.97,1.86,4.1,4.3,1.8,4.0,4.0,2026-04-06
Norway,Eliteserien,2026,07/04/2026,18:00,KFUM Oslo,Sandefjord,1,2,A,,,,2.25,3.5,3.25,2.16,3.42,3.04,2.32,3.6,3.3,2.2,3.5,3.1,2026-04-07
Norway,Eliteserien,2026,07/04/2026,18:00,Aalesund,Fredrikstad,2,3,A,,,,2.43,3.75,2.85,2.35,3.49,2.69,2.5,3.8,2.9,2.3,3.75,2.75,2026-04-07
Norway,Eliteserien,2026,11/04/2026,13:00,Lillestrom,Start,3,1,H,,,,1.5,5.0,6.75,1.41,4.68,5.99,1.47,5.3,7.0,1.42,4.75,6.25,2026-04-11
Norway,Eliteserien,2026,11/04/2026,15:00,Tromso,Kristiansund,2,0,H,,,,1.36,6.0,13.0,1.25,5.4,9.69,1.28,6.4,13.5,1.25,6.0,10.0,2026-04-11
Norway,Eliteserien,2026,11/04/2026,17:00,Viking,Bodo/Glimt,5,0,H,,,,3.2,4.2,2.1,2.95,3.96,2.01,3.1,4.3,2.18,3.0,4.1,2.1,2026-04-11
Norway,Eliteserien,2026,12/04/2026,13:30,Rosenborg,Sarpsborg 08,2,1,H,,,,2.3,3.6,3.1,2.21,3.46,2.87,2.32,3.7,3.15,2.25,3.5,3.0,2026-04-12
Norway,Eliteserien,2026,12/04/2026,16:00,Aalesund,KFUM Oslo,2,2,D,,,,2.7,3.5,2.7,2.51,3.35,2.55,2.72,3.65,2.76,2.5,3.5,2.7,2026-04-12
Norway,Eliteserien,2026,12/04/2026,16:00,Fredrikstad,Valerenga,1,1,D,,,,2.71,3.6,2.63,2.56,3.47,2.43,2.76,3.8,2.62,2.7,3.5,2.45,2026-04-12
Norway,Eliteserien,2026,12/04/2026,16:00,Molde,HamKam,4,1,H,,,,1.52,4.5,6.4,1.46,4.32,5.66,1.53,4.9,6.6,1.48,4.5,6.0,2026-04-12
Norway,Eliteserien,2026,12/04/2026,18:15,Brann,Sandefjord,0,1,A,,,,1.55,4.33,5.66,1.52,4.17,5.21,1.58,4.8,5.9,1.53,4.33,5.25,2026-04-12
Norway,Eliteserien,2026,15/04/2026,18:00,Tromso,Lillestrom,0,0,D,,,,1.85,3.75,4.2,1.8,3.67,3.9,1.94,3.9,4.2,1.83,3.7,4.0,2026-04-15
Norway,Eliteserien,2026,15/04/2026,18:00,Sarpsborg 08,Bodo/Glimt,1,1,D,,,,6.25,5.33,1.46,5.65,4.95,1.42,6.6,5.5,1.49,6.25,4.75,1.45,2026-04-15
Norway,Eliteserien,2026,18/04/2026,15:00,Sandefjord,Rosenborg,0,0,D,,,,2.05,3.75,3.4,1.98,3.59,3.25,,,,2.05,3.75,3.2,2026-04-18
Norway,Eliteserien,2026,18/04/2026,17:00,Viking,Brann,3,2,H,,,,1.73,4.33,4.2,1.69,4.01,4.01,,,,1.7,4.1,4.2,2026-04-18
Norway,Eliteserien,2026,18/04/2026,13:00,Bodo/Glimt,Aalesund,3,0,H,,,,1.13,9.75,19.0,1.11,8.6,15.03,,,,1.1,9.5,19.0,2026-04-18
Norway,Eliteserien,2026,19/04/2026,18:15,Start,Molde,1,1,D,,,,3.6,3.75,2.2,3.39,3.56,1.95,,,,3.6,3.6,1.95,2026-04-19
Norway,Eliteserien,2026,19/04/2026,16:00,Sarpsborg 08,Tromso,0,1,A,,,,3.3,3.6,2.2,3.1,3.39,2.11,,,,3.1,3.4,2.2,2026-04-19
Norway,Eliteserien,2026,19/04/2026,16:00,HamKam,KFUM Oslo,4,0,H,,,,2.88,3.5,2.45,2.72,3.34,2.35,,,,2.88,3.4,2.38,2026-04-19
Norway,Eliteserien,2026,19/04/2026,13:30,Valerenga,Lillestrom,0,2,A,,,,2.5,3.75,2.7,2.4,3.56,2.56,,,,2.5,3.6,2.6,2026-04-19
Norway,Eliteserien,2026,19/04/2026,16:00,Kristiansund,Fredrikstad,2,0,H,,,,3.0,3.6,2.25,2.87,3.5,2.19,,,,3.0,3.5,2.25,2026-04-19
Norway,Eliteserien,2026,25/04/2026,15:00,Fredrikstad,Viking,1,2,A,,,,5.0,4.2,1.67,4.61,4.0,1.6,,,,5.0,4.2,1.6,2026-04-25
Norway,Eliteserien,2026,25/04/2026,17:00,Rosenborg,Brann,1,1,D,,,,2.65,3.75,2.6,2.48,3.45,2.5,,,,2.45,3.75,2.6,2026-04-25
Norway,Eliteserien,2026,26/04/2026,13:30,Molde,Valerenga,5,1,H,,,,2.05,3.7,3.4,1.98,3.6,3.22,,,,2.05,3.7,3.25,2026-04-26
Norway,Eliteserien,2026,26/04/2026,16:00,Aalesund,Kristiansund,1,1,D,,,,1.87,4.2,3.95,1.78,3.84,3.65,,,,1.8,4.0,3.8,2026-04-26
Norway,Eliteserien,2026,26/04/2026,16:00,HamKam,Start,2,1,H,,,,2.02,3.6,3.65,1.94,3.46,3.46,,,,1.95,3.6,3.5,2026-04-26
Norway,Eliteserien,2026,26/04/2026,16:00,KFUM Oslo,Sarpsborg 08,1,0,H,,,,2.3,3.75,2.85,2.23,3.53,2.77,,,,2.3,3.75,2.75,2026-04-26
Norway,Eliteserien,2026,26/04/2026,16:00,Tromso,Sandefjord,3,1,H,,,,1.6,4.2,5.66,1.54,4.02,5.15,,,,1.57,4.1,5.25,2026-04-26
Norway,Eliteserien,2026,26/04/2026,18:15,Lillestrom,Bodo/Glimt,0,2,A,,,,3.5,4.5,1.92,3.35,4.01,1.84,,,,3.4,4.5,1.85,2026-04-26
Norway,Eliteserien,2026,29/04/2026,18:00,Tromso,Brann,0,5,A,,,,2.0,3.65,3.6,1.92,3.54,3.45,,,,1.95,3.6,3.6,2026-04-29
Norway,Eliteserien,2026,30/04/2026,18:00,Bodo/Glimt,Start,5,0,H,,,,1.14,9.0,19.0,1.1,8.51,15.72,,,,1.11,9.0,17.0,2026-04-30
Norway,Eliteserien,2026,01/05/2026,17:00,Viking,Rosenborg,3,0,H,,,,1.41,5.25,7.0,1.38,4.8,6.39,,,,1.4,5.25,6.5,2026-05-01
Norway,Eliteserien,2026,02/05/2026,17:00,Brann,Fredrikstad,3,1,H,,,,1.47,4.75,6.5,1.43,4.46,5.96,,,,1.45,4.75,6.25,2026-05-02
Norway,Eliteserien,2026,03/05/2026,13:30,Lillestrom,Sarpsborg 08,4,0,H,,,,1.78,4.25,4.25,1.71,4.0,3.88,,,,1.75,4.2,3.9,2026-05-03
Norway,Eliteserien,2026,03/05/2026,16:00,Kristiansund,HamKam,1,1,D,,,,2.63,3.6,2.63,2.48,3.42,2.53,,,,2.63,3.4,2.63,2026-05-03
Norway,Eliteserien,2026,03/05/2026,16:00,Sandefjord,Aalesund,1,0,H,,,,1.85,4.0,3.95,1.79,3.81,3.67,,,,1.85,3.8,3.8,2026-05-03
Norway,Eliteserien,2026,03/05/2026,16:00,Start,Tromso,1,1,D,,,,4.75,3.8,1.79,4.33,3.58,1.73,,,,4.5,3.8,1.73,2026-05-03
Norway,Eliteserien,2026,03/05/2026,18:15,Valerenga,KFUM Oslo,2,2,D,,,,2.0,3.8,3.6,1.93,3.58,3.37,,,,1.95,3.6,3.6,2026-05-03
Norway,Eliteserien,2026,04/05/2026,18:00,Bodo/Glimt,Molde,0,1,A,,,,1.36,5.75,7.5,1.32,5.43,6.64,,,,1.36,5.75,6.5,2026-05-04
Norway,Eliteserien,2026,08/05/2026,18:00,HamKam,Valerenga,1,0,H,,,,3.14,3.5,2.28,2.95,3.44,2.16,3.3,3.7,2.28,3.1,3.5,2.2,2026-05-08
Norway,Eliteserien,2026,09/05/2026,13:00,Sarpsborg 08,Fredrikstad,2,1,H,,,,1.95,3.7,3.7,1.88,3.55,3.53,2.0,3.9,4.0,1.85,3.5,3.5,2026-05-09
Norway,Eliteserien,2026,10/05/2026,16:00,Tromso,Molde,2,0,H,,,,1.97,3.7,4.0,1.87,3.53,3.66,1.97,3.9,4.1,1.85,3.6,4.0,2026-05-10
Norway,Eliteserien,2026,10/05/2026,16:00,Sandefjord,Kristiansund,2,0,H,,,,1.64,4.25,5.0,1.59,4.03,4.6,1.67,4.5,5.2,1.62,4.1,5.0,2026-05-10
Norway,Eliteserien,2026,10/05/2026,16:00,KFUM Oslo,Viking,0,2,A,,,,4.5,4.33,1.73,4.17,3.95,1.68,4.8,4.3,1.77,3.9,4.33,1.7,2026-05-10
Norway,Eliteserien,2026,10/05/2026,13:30,Rosenborg,Lillestrom,2,0,H,,,,2.63,3.5,2.6,2.52,3.39,2.49,2.7,3.6,2.76,2.6,3.4,2.6,2026-05-10
Norway,Eliteserien,2026,16/05/2026,13:00,Brann,KFUM Oslo,2,1,H,,,,1.6,4.5,5.75,1.53,4.15,5.04,1.63,4.5,5.8,1.57,4.1,5.25,2026-05-16
Norway,Eliteserien,2026,16/05/2026,15:00,Fredrikstad,HamKam,2,1,H,,,,2.0,3.6,3.8,1.96,3.39,3.51,2.06,3.65,4.0,2.0,3.4,3.75,2026-05-16
Norway,Eliteserien,2026,16/05/2026,15:00,Lillestrom,Sandefjord,3,1,H,,,,1.87,3.75,4.2,1.79,3.63,3.87,1.87,3.85,4.6,1.8,3.75,4.2,2026-05-16
Norway,Eliteserien,2026,16/05/2026,15:00,Molde,Kristiansund,1,0,H,,,,1.4,5.33,7.0,1.36,4.84,6.61,1.44,5.5,7.8,1.4,4.75,7.0,2026-05-16
Norway,Eliteserien,2026,16/05/2026,15:00,Rosenborg,Aalesund,2,3,A,,,,1.67,4.25,5.25,1.6,4.03,4.64,1.65,4.5,5.5,1.6,4.2,5.25,2026-05-16
Norway,Eliteserien,2026,16/05/2026,15:00,Viking,Start,6,3,H,,,,1.2,7.5,15.0,1.17,6.79,12.34,1.2,8.4,16.5,1.17,7.0,15.0,2026-05-16
Norway,Eliteserien,2026,16/05/2026,17:00,Bodo/Glimt,Tromso,5,0,H,,,,1.43,5.33,7.0,1.38,4.78,6.41,1.42,5.6,8.0,1.42,4.75,7.0,2026-05-16
Norway,Eliteserien,2026,16/05/2026,19:00,Valerenga,Sarpsborg 08,3,2,H,,,,1.87,4.1,3.85,1.81,3.88,3.53,1.94,4.2,3.9,1.85,4.1,3.5,2026-05-16
Norway,Eliteserien,2026,20/05/2026,19:00,Aalesund,Brann,2,1,H,,,,3.55,4.0,2.0,3.25,3.76,1.93,3.55,4.1,2.08,3.2,4.0,2.0,2026-05-20
Norway,Eliteserien,2026,20/05/2026,18:00,Lillestrom,Kristiansund,1,2,A,,,,1.44,5.0,7.2,1.4,4.57,6.26,1.45,5.1,7.8,1.42,5.0,6.25,2026-05-20
Norway,Eliteserien,2026,20/05/2026,17:00,Start,Bodo/Glimt,1,4,A,,,,10.0,6.4,1.3,8.36,5.79,1.26,10.5,6.6,1.31,8.0,6.0,1.29,2026-05-20
Norway,Eliteserien,2026,24/05/2026,15:00,Bodo/Glimt,Brann,3,1,H,,,,1.3,6.5,9.4,1.26,5.93,7.79,1.31,7.2,9.4,1.27,6.5,8.0,2026-05-24
Norway,Eliteserien,2026,24/05/2026,17:00,Kristiansund,Viking,1,2,A,,,,5.5,4.75,1.53,5.18,4.38,1.49,6.0,4.9,1.56,5.0,4.75,1.53,2026-05-24
Norway,Eliteserien,2026,25/05/2026,13:30,Start,Valerenga,2,0,H,,,,3.0,3.75,2.23,2.9,3.56,2.13,3.2,3.95,2.26,2.9,3.75,2.2,2026-05-25
Norway,Eliteserien,2026,25/05/2026,16:00,HamKam,Lillestrom,2,0,H,,,,3.75,3.75,2.05,3.38,3.56,1.94,3.9,3.9,2.02,3.75,3.6,1.91,2026-05-25
Norway,Eliteserien,2026,25/05/2026,16:00,KFUM Oslo,Rosenborg,2,0,H,,,,2.33,3.5,3.1,2.21,3.41,2.89,2.32,3.7,3.25,2.2,3.5,3.1,2026-05-25
Norway,Eliteserien,2026,25/05/2026,16:00,Sarpsborg 08,Molde,2,1,H,,,,2.55,3.8,2.55,2.49,3.6,2.42,2.66,3.9,2.64,2.55,3.5,2.55,2026-05-25
Norway,Eliteserien,2026,25/05/2026,16:00,Tromso,Aalesund,1,1,D,,,,1.53,4.5,7.25,1.46,4.23,5.9,1.54,4.7,6.8,1.5,4.1,6.0,2026-05-25
Norway,Eliteserien,2026,25/05/2026,18:15,Sandefjord,Fredrikstad,1,1,D,,,,2.15,3.6,3.35,2.06,3.48,3.13,2.22,3.8,3.45,2.15,3.5,3.1,2026-05-25
Norway,Eliteserien,2026,29/05/2026,18:00,Rosenborg,Bodo/Glimt,2,2,D,,,,5.1,4.75,1.58,4.68,4.4,1.54,5.4,5.0,1.62,4.5,4.75,1.57,2026-05-29
Norway,Eliteserien,2026,29/05/2026,18:00,KFUM Oslo,Tromso,0,0,D,,,,3.0,3.25,2.55,2.77,3.14,2.41,3.0,3.4,2.64,3.0,3.2,2.4,2026-05-29
Norway,Eliteserien,2026,29/05/2026,18:00,Valerenga,Kristiansund,3,1,H,,,,1.6,4.5,5.1,1.55,4.22,4.81,1.63,4.6,5.6,1.57,4.5,5.0,2026-05-29
Norway,Eliteserien,2026,29/05/2026,18:00,Brann,Sarpsborg 08,1,2,A,,,,1.73,4.33,4.35,1.66,4.09,4.08,1.74,4.7,4.6,1.67,4.33,4.33,2026-05-29
Norway,Eliteserien,2026,29/05/2026,18:00,Aalesund,HamKam,2,2,D,,,,2.12,3.9,3.25,2.04,3.56,3.11,2.12,3.85,3.55,2.0,3.9,3.25,2026-05-29
Norway,Eliteserien,2026,29/05/2026,18:00,Fredrikstad,Start,2,1,H,,,,1.87,3.8,4.0,1.81,3.62,3.79,1.95,3.95,4.1,1.85,3.8,3.75,2026-05-29
Norway,Eliteserien,2026,30/05/2026,15:00,Molde,Sandefjord,2,1,H,,,,1.62,4.33,5.0,1.59,4.07,4.61,1.66,4.5,5.5,1.62,4.1,4.75,2026-05-30
Norway,Eliteserien,2026,11/07/2026,13:00,Fredrikstad,Lillestrom,0,2,A,,,,3.15,3.5,2.25,3.0,3.4,2.14,3.25,3.75,2.28,3.1,3.5,2.2,2026-07-11
Norway,Eliteserien,2026,11/07/2026,15:00,Aalesund,Molde,2,2,D,,,,3.7,3.8,2.1,3.1,3.66,2.01,3.45,4.1,2.1,3.7,3.7,1.91,2026-07-11
Norway,Eliteserien,2026,11/07/2026,17:00,Tromso,Valerenga,4,0,H,,,,1.73,3.8,4.6,1.68,3.71,4.39,1.76,4.1,5.1,1.7,3.8,4.5,2026-07-11
Norway,Eliteserien,2026,12/07/2026,13:30,KFUM Oslo,Bodo/Glimt,0,2,A,,,,5.75,4.75,1.53,5.32,4.47,1.47,6.0,4.9,1.56,5.5,4.33,1.53,2026-07-12
Norway,Eliteserien,2026,12/07/2026,16:00,Brann,Start,2,1,H,,,,1.43,5.1,7.0,1.39,4.65,6.44,1.46,5.2,7.8,1.4,4.75,6.5,2026-07-12
Norway,Eliteserien,2026,12/07/2026,16:00,Rosenborg,Kristiansund,3,0,H,,,,1.61,4.33,5.4,1.56,4.02,4.99,1.63,4.5,5.8,1.57,4.33,5.25,2026-07-12
Norway,Eliteserien,2026,12/07/2026,16:00,Sandefjord,HamKam,2,2,D,,,,1.98,3.8,3.65,1.92,3.57,3.42,2.06,3.9,3.75,1.95,3.8,3.5,2026-07-12
Norway,Eliteserien,2026,12/07/2026,18:15,Sarpsborg 08,Viking,1,0,H,,,,5.0,4.75,1.6,4.66,4.33,1.54,5.3,4.9,1.62,5.0,4.5,1.55,2026-07-12
Norway,Eliteserien,2026,16/07/2026,18:00,Valerenga,Aalesund,6,1,H,,,,1.7,4.5,4.75,1.61,4.2,4.33,1.68,4.7,5.0,1.57,4.33,4.75,2026-07-16
Norway,Eliteserien,2026,17/07/2026,18:15,Bodo/Glimt,Fredrikstad,1,0,H,,,,1.14,10.0,18.0,1.11,8.45,14.53,1.15,10.0,25.0,1.11,10.0,15.0,2026-07-17
Norway,Eliteserien,2026,18/07/2026,13:00,HamKam,Tromso,1,4,A,,,,4.1,3.5,2.0,3.78,3.31,1.9,4.3,3.55,2.02,4.1,3.5,1.91,2026-07-18
Norway,Eliteserien,2026,18/07/2026,15:00,Kristiansund,Sarpsborg 08,0,0,D,,,,3.1,3.66,2.25,2.88,3.54,2.15,3.1,3.9,2.32,3.0,3.6,2.25,2026-07-18
Norway,Eliteserien,2026,18/07/2026,15:00,Lillestrom,KFUM Oslo,2,1,H,,,,1.65,4.33,5.0,1.59,3.95,4.78,1.68,4.3,5.6,1.57,4.33,5.0,2026-07-18
Norway,Eliteserien,2026,18/07/2026,15:00,Start,Rosenborg,0,3,A,,,,3.1,3.55,2.25,2.95,3.42,2.16,3.25,3.65,2.34,3.0,3.5,2.25,2026-07-18
Norway,Eliteserien,2026,18/07/2026,17:00,Molde,Brann,1,2,A,,,,2.15,4.0,3.0,2.06,3.8,2.88,2.24,4.2,3.05,2.15,3.8,3.0,2026-07-18
Norway,Eliteserien,2026,18/07/2026,17:00,Viking,Sandefjord,2,1,H,,,,1.3,6.25,10.5,1.26,5.7,8.38,1.32,6.4,11.0,1.27,6.0,9.5,2026-07-18
Norway,Eliteserien,2026,22/07/2026,18:00,Bodo/Glimt,HamKam,3,0,H,,,,1.11,13.0,21.0,1.08,9.48,17.91,1.11,13.5,30.0,1.09,10.0,21.0,2026-07-22
Norway,Eliteserien,2026,22/07/2026,18:00,Lillestrom,Viking,1,2,A,,,,3.6,3.8,2.08,3.22,3.65,1.97,3.55,4.0,2.08,3.6,3.75,1.95,2026-07-22
Norway,Eliteserien,2026,25/07/2026,15:00,Kristiansund,Start,1,2,A,,,,2.25,3.5,3.14,2.16,3.38,3.0,2.36,3.65,3.25,2.25,3.4,3.1,2026-07-25
Norway,Eliteserien,2026,26/07/2026,18:15,Aalesund,Viking,1,1,D,,,,5.5,4.75,1.55,4.99,4.44,1.5,5.6,4.8,1.6,5.0,4.75,1.55,2026-07-26
Norway,Eliteserien,2026,26/07/2026,16:00,Sandefjord,Bodo/Glimt,0,3,A,,,,8.0,5.75,1.36,7.17,5.23,1.31,9.2,6.2,1.35,7.5,5.0,1.36,2026-07-26
